run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
158,scorep,2048,192,7,1.131923,0.961513,385
1580,empty,2048,128,1,6.610315,6.440019,1496
1581,extrae,2048,128,18,0.713929,0.543647,1496
1582,oot,2048,192,18,0.704406,0.533982,385
1583,tikki,2048,256,4,2.029113,1.858717,204
1584,empty,2048,128,17,0.677014,0.506301,1496
1585,tikki,2048,64,1,6.899534,6.728522,11440
1586,tikki,2048,256,3,2.543265,2.371867,204
1587,printf,2048,128,19,0.638917,0.468055,1496
1588,void,2048,192,8,1.068766,0.898011,385
1589,printf,2048,256,3,2.500444,2.328949,204
159,printf,2048,192,12,0.852641,0.681045,385
1590,printf,2048,256,9,1.324462,1.153968,204
1591,scorep,2048,256,7,1.487756,1.317133,204
1592,printf,2048,128,12,0.856269,0.685467,1496
1593,printf,2048,256,20,1.033185,0.862507,204
1594,extrae,2048,192,9,1.020752,0.850332,385
1595,void,2048,128,9,1.036627,0.866002,1496
1596,extrae,2048,64,1,6.827062,6.657041,11440
1597,tikki,2048,192,13,0.855194,0.684902,385
1598,empty,2048,256,2,3.598233,3.427074,204
1599,scorep,2048,192,20,0.691387,0.520145,385
16,printf,2048,256,9,1.316619,1.145980,204
160,extrae,2048,64,7,1.278324,1.108192,11440
1600,extrae,2048,64,16,0.746894,0.576840,11440
1601,extrae,2048,256,15,1.123189,0.952880,204
1602,printf,2048,256,16,1.061122,0.890292,204
1603,tikki,2048,64,3,2.496925,2.325436,11440
1604,scorep,2048,128,5,1.558988,1.387193,1496
1605,empty,2048,192,17,0.733192,0.561428,385
1606,empty,2048,128,16,0.712333,0.540915,1496
1607,oot,2048,192,17,0.728760,0.557561,385
1608,extrae,2048,64,6,1.428921,1.258558,11440
1609,empty,2048,128,8,1.123241,0.951580,1496
161,oot,2048,128,16,0.713137,0.541863,1496
1610,oot,2048,256,14,1.094046,0.922894,204
1611,printf,2048,256,4,2.026079,1.855101,204
1612,extrae,2048,64,4,1.919771,1.749595,11440
1613,void,2048,128,15,0.741011,0.570324,1496
1614,scorep,2048,64,15,0.716608,0.545738,11440
1615,void,2048,64,14,0.748399,0.577287,11440
1616,oot,2048,128,13,0.816701,0.644792,1496
1617,scorep,2048,256,16,1.062663,0.891410,204
1618,empty,2048,64,20,0.589448,0.418706,11440
1619,scorep,2048,64,9,1.037161,0.865608,11440
162,scorep,2048,64,15,0.718747,0.547916,11440
1620,tikki,2048,64,13,0.828087,0.657275,11440
1621,oot,2048,256,5,1.782478,1.611698,204
1622,scorep,2048,256,1,6.825200,6.654067,204
1623,extrae,2048,192,6,1.249966,1.079081,385
1624,printf,2048,64,15,0.713535,0.542006,11440
1625,void,2048,64,4,1.895197,1.724079,11440
1626,extrae,2048,192,13,0.840867,0.670725,385
1627,empty,2048,64,5,1.594836,1.424156,11440
1628,oot,2048,128,1,6.537362,6.366510,1496
1629,oot,2048,192,9,0.989418,0.818815,385
163,scorep,2048,128,2,3.398898,3.227998,1496
1630,scorep,2048,192,17,0.730696,0.559521,385
1631,scorep,2048,128,17,0.680894,0.510061,1496
1632,tikki,2048,192,18,0.753028,0.581923,385
1633,void,2048,192,2,2.893492,2.722066,385
1634,extrae,2048,128,1,6.554845,6.384880,1496
1635,tikki,2048,256,5,1.821520,1.651361,204
1636,extrae,2048,64,8,1.163831,0.993448,11440
1637,tikki,2048,128,1,6.589600,6.419005,1496
1638,extrae,2048,256,9,1.340357,1.170473,204
1639,empty,2048,192,14,0.774272,0.603080,385
164,scorep,2048,192,2,2.873839,2.702915,385
1640,tikki,2048,192,15,0.789979,0.618650,385
1641,printf,2048,64,20,0.588195,0.416625,11440
1642,tikki,2048,64,9,1.086116,0.914976,11440
1643,void,2048,192,11,0.886015,0.714766,385
1644,extrae,2048,128,13,0.853530,0.683056,1496
1645,oot,2048,192,7,1.157031,0.957096,385
1646,extrae,2048,128,10,1.010788,0.840975,1496
1647,extrae,2048,256,1,6.842484,6.672239,204
1648,empty,2048,192,12,0.851574,0.680129,385
1649,extrae,2048,64,7,1.282187,1.112229,11440
165,scorep,2048,128,1,6.554467,6.382572,1496
1650,void,2048,192,17,0.727320,0.556849,385
1651,extrae,2048,128,20,0.686290,0.516293,1496
1652,scorep,2048,128,16,0.715208,0.541491,1496
1653,empty,2048,64,15,0.710703,0.540003,11440
1654,void,2048,256,3,2.509943,2.337729,204
1655,oot,2048,64,2,3.561055,3.390057,11440
1656,empty,2048,64,17,0.653240,0.482030,11440
1657,scorep,2048,128,15,0.747134,0.575997,1496
1658,empty,2048,64,13,0.787993,0.617181,11440
1659,scorep,2048,192,10,0.943185,0.771889,385
166,tikki,2048,128,14,0.823986,0.653413,1496
1660,empty,2048,64,4,1.900725,1.729710,11440
1661,scorep,2048,64,8,1.131513,0.959566,11440
1662,printf,2048,64,4,1.910059,1.738859,11440
1663,scorep,2048,192,2,2.896501,2.697822,385
1664,printf,2048,128,5,1.554236,1.383790,1496
1665,oot,2048,128,14,0.782988,0.612465,1496
1666,empty,2048,192,15,0.763498,0.592743,385
1667,empty,2048,64,2,3.541577,3.370157,11440
1668,scorep,2048,256,4,1.996235,1.825058,204
1669,tikki,2048,256,19,1.104181,0.933582,204
167,empty,2048,256,9,1.320087,1.149298,204
1670,printf,2048,128,20,0.623730,0.453319,1496
1671,oot,2048,128,6,1.380910,1.207965,1496
1672,scorep,2048,64,14,0.756524,0.584596,11440
1673,void,2048,64,20,0.587226,0.416380,11440
1674,extrae,2048,192,15,0.803857,0.633279,385
1675,oot,2048,192,3,2.000829,1.829756,385
1676,extrae,2048,256,19,1.094408,0.924759,204
1677,empty,2048,128,10,0.977114,0.806648,1496
1678,oot,2048,128,3,2.337816,2.166557,1496
1679,tikki,2048,192,1,5.518616,5.347127,385
168,tikki,2048,192,5,1.413753,1.243196,385
1680,tikki,2048,192,8,1.102899,0.931973,385
1681,void,2048,192,15,0.742404,0.571189,385
1682,printf,2048,128,16,0.707730,0.537015,1496
1683,empty,2048,64,12,0.835688,0.664663,11440
1684,tikki,2048,128,20,0.660715,0.489687,1496
1685,tikki,2048,192,19,0.740403,0.569484,385
1686,printf,2048,64,17,0.656814,0.485836,11440
1687,empty,2048,256,18,1.072828,0.901158,204
1688,oot,2048,192,10,0.942170,0.770270,385
1689,void,2048,128,15,0.744159,0.573043,1496
169,tikki,2048,192,7,1.173814,1.002526,385
1690,scorep,2048,128,16,0.709971,0.539006,1496
1691,void,2048,64,16,0.682831,0.511315,11440
1692,void,2048,64,18,0.628847,0.457043,11440
1693,printf,2048,64,13,0.794624,0.622394,11440
1694,scorep,2048,192,15,0.753234,0.581694,385
1695,empty,2048,192,13,0.810459,0.638885,385
1696,empty,2048,256,12,1.166987,0.995935,204
1697,oot,2048,128,1,6.572904,6.402125,1496
1698,oot,2048,128,7,1.238434,1.067170,1496
1699,oot,2048,256,12,1.192197,1.021025,204
17,tikki,2048,256,10,1.304539,1.133865,204
170,extrae,2048,192,4,1.601537,1.431608,385
1700,empty,2048,256,20,1.030633,0.859525,204
1701,extrae,2048,256,4,1.990302,1.820389,204
1702,scorep,2048,192,1,5.444556,5.273325,385
1703,void,2048,128,16,0.747873,0.534137,1496
1704,printf,2048,128,9,1.038641,0.867469,1496
1705,printf,2048,64,4,1.891073,1.720088,11440
1706,void,2048,192,5,1.375642,1.204869,385
1707,extrae,2048,256,11,1.243775,1.073237,204
1708,void,2048,64,7,1.274401,1.102775,11440
1709,void,2048,128,5,1.545174,1.374436,1496
171,void,2048,64,13,0.791666,0.620610,11440
1710,void,2048,256,6,1.640352,1.469466,204
1711,tikki,2048,128,3,2.396985,2.226024,1496
1712,empty,2048,64,10,0.965247,0.794135,11440
1713,void,2048,64,6,1.396181,1.225299,11440
1714,void,2048,128,4,1.812310,1.641105,1496
1715,printf,2048,256,17,1.108079,0.891628,204
1716,printf,2048,64,8,1.130691,0.959974,11440
1717,void,2048,128,20,0.621301,0.450712,1496
1718,scorep,2048,128,1,6.550307,6.379226,1496
1719,scorep,2048,192,19,0.692267,0.521469,385
172,tikki,2048,128,17,0.719494,0.548239,1496
1720,scorep,2048,64,5,1.603462,1.433170,11440
1721,scorep,2048,128,4,1.818105,1.646209,1496
1722,printf,2048,192,20,0.687087,0.515629,385
1723,tikki,2048,256,17,1.108555,0.937397,204
1724,oot,2048,64,15,0.718754,0.548220,11440
1725,printf,2048,128,10,0.980718,0.810048,1496
1726,scorep,2048,256,8,1.411040,1.240487,204
1727,oot,2048,192,18,0.709747,0.538882,385
1728,printf,2048,64,3,2.455300,2.284289,11440
1729,void,2048,256,10,1.261693,1.090542,204
173,oot,2048,192,5,1.362138,1.191771,385
1730,extrae,2048,256,19,1.098838,0.929173,204
1731,void,2048,128,14,0.780094,0.608677,1496
1732,printf,2048,128,4,1.804819,1.633872,1496
1733,printf,2048,128,19,0.634488,0.463943,1496
1734,void,2048,256,2,3.597965,3.426287,204
