run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
4236,tikki,10000,500,4,1.628667,1.148936,4000
4237,scorep,10000,1000,7,1.200361,0.730012,1000
4238,scorep,10000,250,6,1.287447,0.819112,16000
4239,empty,10000,250,8,1.102183,0.634694,16000
424,printf,10000,1000,17,0.863134,0.385334,1000
4240,oot,10000,2000,11,1.082945,0.605992,250
4241,empty,10000,250,14,0.867264,0.399271,16000
4242,extrae,10000,250,8,1.193116,0.720813,16000
4243,oot,10000,500,2,2.771384,2.294306,4000
4244,scorep,10000,500,4,1.575049,1.104643,4000
4245,empty,10000,2000,13,1.030154,0.552136,250
4246,oot,10000,500,8,1.104800,0.627677,4000
4247,tikki,10000,2000,6,1.389016,0.912155,250
4248,tikki,10000,250,16,0.872248,0.394159,16000
4249,extrae,10000,500,20,0.918624,0.449170,4000
425,empty,10000,1000,4,1.586343,1.109937,1000
4250,oot,10000,250,2,2.878089,2.397464,16000
4251,empty,10000,1000,10,1.030989,0.554357,1000
4252,empty,10000,250,2,2.866897,2.388314,16000
4253,tikki,10000,1000,15,0.937881,0.459100,1000
4254,scorep,10000,500,3,1.954100,1.482578,4000
4255,tikki,10000,1000,3,2.144296,1.665732,1000
4256,tikki,10000,1000,4,1.627471,1.154311,1000
4257,oot,10000,1000,1,5.647068,5.168199,1000
4258,tikki,10000,2000,9,1.185045,0.707033,250
4259,oot,10000,250,16,0.836004,0.357542,16000
426,extrae,10000,500,11,1.012767,0.543959,4000
4260,printf,10000,1000,10,1.041246,0.558612,1000
4261,extrae,10000,1000,3,1.986041,1.513531,1000
4262,scorep,10000,500,6,1.278690,0.798649,4000
4263,extrae,10000,250,7,1.267485,0.794492,16000
4264,extrae,10000,2000,13,1.085122,0.614628,250
4265,empty,10000,2000,12,1.067317,0.588479,250
4266,void,10000,250,14,0.880717,0.399899,16000
4267,printf,10000,250,16,0.842674,0.363996,16000
4268,empty,10000,2000,6,1.353235,0.875996,250
4269,empty,10000,250,3,2.039438,1.562031,16000
427,extrae,10000,500,16,0.914300,0.445257,4000
4270,scorep,10000,250,15,0.850028,0.379546,16000
4271,extrae,10000,2000,3,2.057868,1.585613,250
4272,printf,10000,500,9,1.052478,0.570805,4000
4273,extrae,10000,250,9,1.128217,0.658810,16000
4274,oot,10000,500,18,0.842655,0.364106,4000
4275,tikki,10000,250,13,0.942294,0.464857,16000
4276,printf,10000,250,10,1.016706,0.540074,16000
4277,tikki,10000,250,9,1.099005,0.621015,16000
4278,extrae,10000,1000,15,0.941700,0.471201,1000
4279,extrae,10000,500,7,1.202284,0.733306,4000
428,tikki,10000,500,4,1.615561,1.138098,4000
4280,void,10000,1000,6,1.294540,0.816935,1000
4281,oot,10000,250,15,0.857124,0.379103,16000
4282,oot,10000,2000,18,1.038359,0.561797,250
4283,tikki,10000,500,11,1.004527,0.524752,4000
4284,void,10000,250,1,5.628244,5.150235,16000
4285,void,10000,500,17,0.844155,0.364184,4000
4286,empty,10000,1000,5,1.418217,0.937919,1000
4287,extrae,10000,250,15,0.932938,0.464704,16000
4288,extrae,10000,1000,7,1.234068,0.761785,1000
4289,printf,10000,1000,9,1.078091,0.597227,1000
429,empty,10000,2000,3,2.031241,1.552827,250
4290,empty,10000,1000,18,0.858882,0.382581,1000
