run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
2032,scorep,10000,2000,4,1.701013,1.155542,250
2033,scorep,10000,250,11,1.105326,0.554730,16000
2034,oot,10000,250,14,1.114823,0.567158,16000
2035,extrae,10000,500,16,1.159049,0.616529,4000
2036,scorep,10000,1000,23,1.134445,0.583574,1000
2037,oot,10000,2000,23,1.256735,0.708147,250
2038,empty,10000,2000,18,1.231773,0.689151,250
2039,void,10000,500,18,1.104990,0.561153,4000
204,printf,10000,1000,21,1.138214,0.582959,1000
2040,empty,10000,1000,8,1.180106,0.632382,1000
2041,printf,10000,2000,5,1.523661,0.977758,250
2042,printf,10000,2000,19,1.229284,0.688041,250
2043,empty,10000,1000,21,1.121794,0.580694,1000
2044,void,10000,2000,8,1.255118,0.706577,250
2045,printf,10000,250,22,1.114205,0.570270,16000
2046,void,10000,1000,2,2.877619,2.325960,1000
2047,void,10000,1000,4,1.671032,1.126001,1000
2048,extrae,10000,1000,20,1.191187,0.647491,1000
2049,empty,10000,1000,7,1.252716,0.709760,1000
205,tikki,10000,2000,18,1.282837,0.734903,250
2050,extrae,10000,500,19,1.165686,0.622611,4000
2051,extrae,10000,1000,15,1.164961,0.619495,1000
2052,tikki,10000,2000,19,1.284073,0.739623,250
2053,scorep,10000,2000,12,1.193440,0.646273,250
2054,scorep,10000,2000,18,1.237147,0.688188,250
2055,empty,10000,500,12,1.109449,0.568735,4000
2056,extrae,10000,2000,8,1.277886,0.729990,250
2057,empty,10000,2000,1,5.699259,5.138587,250
2058,extrae,10000,250,13,1.137307,0.600206,16000
2059,oot,10000,250,3,2.115505,1.572401,16000
206,empty,10000,1000,12,1.115719,0.570690,1000
2060,void,10000,250,9,1.126397,0.576640,16000
2061,empty,10000,500,22,1.108320,0.562793,4000
2062,oot,10000,500,11,1.104483,0.558096,4000
2063,oot,10000,500,6,1.365000,0.817935,4000
2064,oot,10000,500,17,1.108827,0.561265,4000
2065,void,10000,250,13,1.104128,0.560807,16000
2066,tikki,10000,500,20,1.161964,0.614068,4000
2067,scorep,10000,2000,21,1.261251,0.704490,250
2068,void,10000,500,17,1.104188,0.560946,4000
2069,void,10000,2000,7,1.309661,0.759737,250
207,empty,10000,1000,22,1.132669,0.584678,1000
2070,printf,10000,500,21,1.108567,0.565180,4000
2071,extrae,10000,250,12,1.162431,0.615839,16000
2072,empty,10000,250,1,4.814471,4.264771,16000
2073,printf,10000,250,15,1.101761,0.562188,16000
2074,scorep,10000,500,10,1.126552,0.575609,4000
2075,printf,10000,250,21,1.112498,0.564040,16000
2076,printf,10000,1000,13,1.115337,0.567879,1000
2077,void,10000,1000,8,1.179651,0.633710,1000
2078,void,10000,2000,5,1.533296,0.986122,250
2079,tikki,10000,1000,21,1.183117,0.635537,1000
208,extrae,10000,250,8,1.248297,0.703644,16000
2080,void,10000,2000,19,1.234598,0.688668,250
2081,void,10000,250,20,1.109892,0.567223,16000
2082,tikki,10000,2000,8,1.292499,0.746340,250
2083,extrae,10000,2000,22,1.317440,0.771112,250
2084,empty,10000,2000,19,1.226251,0.682061,250
2085,void,10000,500,16,1.111783,0.562569,4000
2086,empty,10000,500,7,1.268051,0.714806,4000
2087,extrae,10000,2000,11,1.218036,0.671830,250
2088,tikki,10000,500,1,5.707491,5.161057,4000
2089,tikki,10000,250,6,1.406359,0.864423,16000
209,void,10000,500,4,1.689598,1.141509,4000
2090,scorep,10000,250,8,1.183239,0.632860,16000
2091,tikki,10000,500,6,1.409350,0.865652,4000
2092,scorep,10000,1000,3,2.106309,1.556402,1000
2093,printf,10000,1000,17,1.118715,0.575135,1000
2094,printf,10000,2000,1,4.831253,4.281436,250
2095,extrae,10000,250,14,1.162267,0.619355,16000
2096,extrae,10000,250,21,1.187880,0.644721,16000
2097,scorep,10000,1000,12,1.124719,0.575998,1000
2098,empty,10000,500,21,1.107583,0.557846,4000
2099,extrae,10000,250,16,1.166131,0.621471,16000
21,oot,10000,250,11,1.112115,0.563808,16000
210,void,10000,1000,22,1.133727,0.585871,1000
2100,void,10000,250,6,1.349471,0.804423,16000
2101,tikki,10000,1000,7,1.294403,0.745659,1000
2102,empty,10000,1000,2,2.876341,2.327526,1000
2103,empty,10000,1000,14,1.119610,0.572234,1000
2104,scorep,10000,1000,1,4.882550,4.332052,1000
2105,printf,10000,250,8,1.181775,0.638030,16000
2106,extrae,10000,250,24,1.205537,0.662197,16000
2107,oot,10000,500,21,1.108993,0.562966,4000
2108,extrae,10000,1000,12,1.153756,0.609950,1000
2109,extrae,10000,2000,14,1.241073,0.695210,250
211,void,10000,500,24,1.111682,0.563529,4000
2110,empty,10000,500,10,1.120299,0.577023,4000
2111,empty,10000,1000,6,1.365030,0.813723,1000
2112,tikki,10000,1000,24,1.192029,0.633202,1000
2113,tikki,10000,2000,5,1.567313,1.023170,250
2114,void,10000,500,1,4.938773,4.392197,4000
2115,printf,10000,250,19,1.106631,0.566269,16000
2116,extrae,10000,2000,21,1.314956,0.772263,250
2117,empty,10000,1000,16,1.120479,0.573208,1000
2118,empty,10000,250,20,1.110819,0.566274,16000
2119,extrae,10000,2000,12,1.230330,0.682397,250
212,void,10000,1000,5,1.483553,0.933014,1000
2120,void,10000,500,13,1.102322,0.560274,4000
2121,extrae,10000,1000,23,1.206010,0.661772,1000
2122,scorep,10000,1000,5,1.483527,0.935370,1000
2123,void,10000,1000,6,1.351781,0.804036,1000
2124,printf,10000,500,19,1.106061,0.562780,4000
2125,printf,10000,500,20,1.117556,0.566573,4000
2126,empty,10000,2000,2,2.918889,2.373380,250
2127,void,10000,2000,1,4.829000,4.278993,250
2128,empty,10000,2000,11,1.191109,0.649439,250
2129,scorep,10000,2000,17,1.238482,0.686077,250
213,scorep,10000,2000,7,1.336660,0.784568,250
2130,empty,10000,1000,3,2.090047,1.548490,1000
2131,extrae,10000,500,15,1.151487,0.609394,4000
2132,empty,10000,2000,5,1.523763,0.979760,250
2133,extrae,10000,250,22,1.198266,0.652144,16000
2134,tikki,10000,2000,14,1.251956,0.704589,250
2135,scorep,10000,2000,13,1.190024,0.644098,250
2136,oot,10000,250,24,1.113757,0.569143,16000
2137,empty,10000,500,2,2.934887,2.388984,4000
2138,scorep,10000,2000,9,1.206409,0.653581,250
2139,void,10000,250,24,1.113273,0.569596,16000
214,scorep,10000,500,18,1.111475,0.562700,4000
2140,empty,10000,500,8,1.188270,0.642519,4000
2141,oot,10000,1000,13,1.111548,0.567493,1000
2142,empty,10000,1000,18,1.126660,0.580750,1000
