timestamp,index,name,driver_version,utilization.gpu[],memory.total[],memory.used[],power.draw[],temperature.gpu,clocks.current.graphics[],clocks.current.sm[],clocks.current.memory[]
2025/10/0504:30:55.808,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.30,26,2580,2580,10251
2025/10/0504:30:55.861,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.30,26,2580,2580,10251
2025/10/0504:30:55.911,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.30,26,2580,2580,10251
2025/10/0504:30:55.961,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.28,26,2580,2580,10251
2025/10/0504:30:56.011,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.28,26,2580,2580,10251
2025/10/0504:30:56.062,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.31,26,2580,2580,10251
2025/10/0504:30:56.112,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.31,26,2580,2580,10251
2025/10/0504:30:56.162,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.39,26,2580,2580,10251
2025/10/0504:30:56.212,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.39,26,2580,2580,10251
2025/10/0504:30:56.262,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.47,26,2580,2580,10251
2025/10/0504:30:56.313,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.47,26,2580,2580,10251
2025/10/0504:30:56.363,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.55,26,2580,2580,10251
2025/10/0504:30:56.413,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.55,26,2580,2580,10251
2025/10/0504:30:56.463,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.61,26,2580,2580,10251
2025/10/0504:30:56.514,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.61,26,2580,2580,10251
2025/10/0504:30:56.564,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.65,26,2580,2580,10251
2025/10/0504:30:56.614,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.65,26,2580,2580,10251
2025/10/0504:30:56.664,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.66,26,2580,2580,10251
2025/10/0504:30:56.714,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.63,26,2580,2580,10251
2025/10/0504:30:56.809,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.63,26,2580,2580,10251
2025/10/0504:30:56.859,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.65,26,2580,2580,10251
2025/10/0504:30:56.910,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.65,26,2580,2580,10251
2025/10/0504:30:56.960,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.70,26,2580,2580,10251
2025/10/0504:30:57.010,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.70,26,2580,2580,10251
2025/10/0504:30:57.060,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.67,26,2580,2580,10251
2025/10/0504:30:57.110,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.67,26,2580,2580,10251
2025/10/0504:30:57.160,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.52,26,2580,2580,10251
2025/10/0504:30:57.210,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.52,26,2580,2580,10251
2025/10/0504:30:57.261,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.53,26,2580,2580,10251
2025/10/0504:30:57.311,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.53,26,2580,2580,10251
2025/10/0504:30:57.361,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.56,26,2580,2580,10251
2025/10/0504:30:57.411,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.56,26,2580,2580,10251
2025/10/0504:30:57.461,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.56,26,2580,2580,10251
2025/10/0504:30:57.511,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.56,26,2580,2580,10251
2025/10/0504:30:57.562,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.54,26,2580,2580,10251
2025/10/0504:30:57.612,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.54,26,2580,2580,10251
2025/10/0504:30:57.662,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.54,26,2580,2580,10251
2025/10/0504:30:57.712,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.54,26,2580,2580,10251
2025/10/0504:30:57.762,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.54,26,2580,2580,10251
2025/10/0504:30:57.812,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22684,60.54,26,2580,2580,10251
