timestamp, index, name, driver_version, utilization.gpu [%], memory.total [MiB], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.graphics [MHz], clocks.current.sm [MHz], clocks.current.memory [MHz]
2025/10/05 04:05:55.163, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.15 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.215, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.14 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.266, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.14 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.318, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.14 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.373, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.14 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.425, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.20 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.476, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.20 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.528, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.20 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.579, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.20 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.632, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.18 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.683, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.18 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.735, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.17 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.786, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.17 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.838, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.15 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.890, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.15 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.942, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.15 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:55.993, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.15 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.045, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.11 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.097, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.11 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.149, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.08 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.200, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.08 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.253, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.05 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.304, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.05 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.356, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.02 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.407, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 46.02 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.459, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 45.97 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.513, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 45.97 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.565, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 45.91 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.617, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 45.88 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.669, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 45.88 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
2025/10/05 04:05:56.721, 0, NVIDIA GeForce RTX 4090, 550.54.15, 0 %, 24564 MiB, 22677 MiB, 45.86 W, 40, 2610 MHz, 2610 MHz, 10251 MHz
