timestamp,index,name,driver_version,utilization.gpu[],memory.total[],memory.used[],power.draw[],temperature.gpu,clocks.current.graphics[],clocks.current.sm[],clocks.current.memory[]
2025/10/0519:59:01.346,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.04,45,2535,2535,10251
2025/10/0519:59:01.401,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.04,45,2535,2535,10251
2025/10/0519:59:01.451,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.04,45,2535,2535,10251
2025/10/0519:59:01.501,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.06,45,2535,2535,10251
2025/10/0519:59:01.552,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.06,45,2535,2535,10251
2025/10/0519:59:01.602,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.04,45,2535,2535,10251
2025/10/0519:59:01.652,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.04,45,2535,2535,10251
2025/10/0519:59:01.702,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.03,45,2535,2535,10251
2025/10/0519:59:01.753,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.03,45,2535,2535,10251
2025/10/0519:59:01.803,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.02,45,2535,2535,10251
2025/10/0519:59:01.853,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.02,45,2535,2535,10251
2025/10/0519:59:01.903,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.02,45,2535,2535,10251
2025/10/0519:59:01.953,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.02,45,2535,2535,10251
2025/10/0519:59:02.004,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.00,45,2535,2535,10251
2025/10/0519:59:02.054,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.00,45,2535,2535,10251
2025/10/0519:59:02.104,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.98,45,2535,2535,10251
2025/10/0519:59:02.154,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.98,45,2535,2535,10251
2025/10/0519:59:02.204,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.97,45,2535,2535,10251
2025/10/0519:59:02.255,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.97,45,2535,2535,10251
2025/10/0519:59:02.305,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.96,45,2535,2535,10251
2025/10/0519:59:02.355,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.96,45,2535,2535,10251
2025/10/0519:59:02.405,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.97,45,2535,2535,10251
2025/10/0519:59:02.455,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.97,45,2535,2535,10251
2025/10/0519:59:02.505,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.97,45,2535,2535,10251
2025/10/0519:59:02.556,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.97,45,2535,2535,10251
2025/10/0519:59:02.606,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.99,45,2535,2535,10251
2025/10/0519:59:02.656,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,53.99,45,2535,2535,10251
2025/10/0519:59:02.706,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.01,45,2535,2535,10251
2025/10/0519:59:02.756,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.01,45,2535,2535,10251
2025/10/0519:59:02.806,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.14,45,2535,2535,10251
2025/10/0519:59:02.857,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.14,45,2535,2535,10251
2025/10/0519:59:02.907,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.23,45,2535,2535,10251
2025/10/0519:59:02.957,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.23,45,2535,2535,10251
2025/10/0519:59:03.007,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.30,45,2535,2535,10251
2025/10/0519:59:03.057,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.30,45,2535,2535,10251
2025/10/0519:59:03.107,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.38,45,2535,2535,10251
2025/10/0519:59:03.157,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.38,45,2535,2535,10251
2025/10/0519:59:03.208,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.38,45,2535,2535,10251
2025/10/0519:59:03.258,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.38,45,2535,2535,10251
2025/10/0519:59:03.308,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.38,45,2535,2535,10251
2025/10/0519:59:03.358,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.38,45,2535,2535,10251
2025/10/0519:59:03.408,0,NVIDIAGeForceRTX4090,545.23.08,0,24564,22682,54.38,45,2535,2535,10251
