timestamp,index,name,driver_version,utilization.gpu[],memory.total[],memory.used[],power.draw[],temperature.gpu,clocks.current.graphics[],clocks.current.sm[],clocks.current.memory[]
2025/10/0509:19:47.348,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,45.91,42,2610,2610,10251
2025/10/0509:19:47.399,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,45.91,42,2610,2610,10251
2025/10/0509:19:47.452,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,45.91,42,2610,2610,10251
2025/10/0509:19:47.503,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,45.95,42,2610,2610,10251
2025/10/0509:19:47.555,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,45.95,42,2610,2610,10251
2025/10/0509:19:47.607,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,45.98,42,2610,2610,10251
2025/10/0509:19:47.658,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,45.98,42,2610,2610,10251
2025/10/0509:19:47.711,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.00,42,2610,2610,10251
2025/10/0509:19:47.763,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.00,42,2610,2610,10251
2025/10/0509:19:47.814,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.05,42,2610,2610,10251
2025/10/0509:19:47.866,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.05,42,2610,2610,10251
2025/10/0509:19:47.917,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.10,42,2610,2610,10251
2025/10/0509:19:47.970,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.10,42,2610,2610,10251
2025/10/0509:19:48.021,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.15,42,2610,2610,10251
2025/10/0509:19:48.073,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.15,42,2610,2610,10251
2025/10/0509:19:48.124,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.19,42,2610,2610,10251
2025/10/0509:19:48.176,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.19,42,2610,2610,10251
2025/10/0509:19:48.229,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.25,42,2610,2610,10251
2025/10/0509:19:48.280,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.25,42,2610,2610,10251
2025/10/0509:19:48.333,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.31,42,2610,2610,10251
2025/10/0509:19:48.384,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.31,42,2610,2610,10251
2025/10/0509:19:48.436,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.36,42,2610,2610,10251
2025/10/0509:19:48.488,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.36,42,2610,2610,10251
2025/10/0509:19:48.539,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.39,42,2610,2610,10251
2025/10/0509:19:48.592,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.39,42,2610,2610,10251
2025/10/0509:19:48.643,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.41,42,2610,2610,10251
2025/10/0509:19:48.695,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.41,42,2610,2610,10251
2025/10/0509:19:48.747,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.41,42,2610,2610,10251
2025/10/0509:19:48.798,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.42,42,2610,2610,10251
2025/10/0509:19:48.851,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.42,42,2610,2610,10251
2025/10/0509:19:48.902,0,NVIDIAGeForceRTX4090,550.54.15,0,24564,22677,46.42,42,2610,2610,10251
